DATE,DEXUSEU
1/1/2020,.
1/2/2020,1.1166
1/3/2020,1.1173
1/6/2020,1.1187
1/7/2020,1.1138
1/8/2020,1.1117
1/9/2020,1.1106
1/10/2020,1.1119
1/13/2020,1.1138
1/14/2020,1.113
1/15/2020,1.116
1/16/2020,1.1131
1/17/2020,1.1093
1/20/2020,.
1/21/2020,1.1096
1/22/2020,1.1085
1/23/2020,1.1041
1/24/2020,1.1026
1/27/2020,1.1019
1/28/2020,1.1008
1/29/2020,1.1004
1/30/2020,1.1032
1/31/2020,1.1082
2/3/2020,1.1062
2/4/2020,1.1043
2/5/2020,1.1006
2/6/2020,1.0979
2/7/2020,1.095
2/10/2020,1.0916
2/11/2020,1.0917
2/12/2020,1.0893
2/13/2020,1.0848
2/14/2020,1.0839
2/17/2020,.
2/18/2020,1.0815
2/19/2020,1.0794
2/20/2020,1.0797
2/21/2020,1.0855
2/24/2020,1.0857
2/25/2020,1.0868
2/26/2020,1.0887
2/27/2020,1.0977
2/28/2020,1.1001
3/2/2020,1.1164
3/3/2020,1.1175
3/4/2020,1.113
3/5/2020,1.1202
3/6/2020,1.1319
3/9/2020,1.142
3/10/2020,1.1342
3/11/2020,1.128
3/12/2020,1.1081
3/13/2020,1.1066
3/16/2020,1.1139
3/17/2020,1.0971
3/18/2020,1.0833
3/19/2020,1.0699
3/20/2020,1.0682
3/23/2020,1.076
3/24/2020,1.0794
3/25/2020,1.0835
3/26/2020,1.1025
3/27/2020,1.1059
3/30/2020,1.1018
3/31/2020,1.1016
4/1/2020,1.0934
4/2/2020,1.0862
4/3/2020,1.0797
4/6/2020,1.0808
4/7/2020,1.0886
4/8/2020,1.0864
4/9/2020,1.0931
4/10/2020,1.0951
4/13/2020,1.0906
4/14/2020,1.0971
4/15/2020,1.0909
4/16/2020,1.084
4/17/2020,1.0883
4/20/2020,1.0874
4/21/2020,1.0854
4/22/2020,1.0829
4/23/2020,1.0815
4/24/2020,1.0798
4/27/2020,1.0829
4/28/2020,1.0836
4/29/2020,1.0853
4/30/2020,1.0934
5/1/2020,1.0998
5/4/2020,1.0911
5/5/2020,1.0844
5/6/2020,1.0806
5/7/2020,1.0815
5/8/2020,1.0854
5/11/2020,1.0818
5/12/2020,1.0864
5/13/2020,1.0837
5/14/2020,1.08
5/15/2020,1.0816
5/18/2020,1.0904
5/19/2020,1.0937
5/20/2020,1.098
5/21/2020,1.0953
5/22/2020,1.0894
5/25/2020,.
5/26/2020,1.097
5/27/2020,1.0969
5/28/2020,1.1069
5/29/2020,1.1107
6/1/2020,1.1123
6/2/2020,1.1166
6/3/2020,1.1246
6/4/2020,1.1322
6/5/2020,1.1297
6/8/2020,1.1293
6/9/2020,1.1348
